房源id,纬度,经度,房源名称,物业类型,物业费,建造年代,绿化率,所属商圈,二手房房源数,租房源数,均价,租金价格中位数
415069,31.779342,117.188919,九龙园小区,公寓,0.3元/㎡/月,2006年,10%(低),"翡翠湖,大学城",31套,3套,19276,1500.0
879963,31.82937,117.180201,绿地乔治庄园(别墅),别墅,2.5元/㎡/月,2012年,45%(高),大蜀山,84套,暂无数据,21059,暂无数据
829289,31.788986,117.232166,上海城市,公寓,1.2元/㎡/月,2009年,33%(一般),"港澳广场,芙蓉路",93套,45套,13136,650.0
337982,31.838839,117.264162,朝阳小区,公寓,1.1元/㎡/月,2000年,40%(高),"轴承厂,合作化路,南七里",18套,39套,14668,670.0
443862,31.835869,117.226509,翠宁雅苑,公寓,0.48元/㎡/月,2010年,37%(一般),西客站,23套,35套,13661,800.0
378917,31.872585,117.290289,市委大院,公寓,0.4元/㎡/月,1998年,40%(高),三孝口,72套,1套,33496,500.0
338129,31.875023,117.363718,恒通生活小区,公寓,0.5元/㎡/月,2000年,10%(低),"大通路,曙光影院",22套,2套,11352,650.0
829666,31.254694,117.288084,文昌花园,公寓,0.6元/㎡/月,2000年,暂无数据,庐江城区,暂无数据,暂无数据,5423,暂无数据
337590,31.846633,117.238826,新华学府星座,公寓,1.3元/㎡/月,2009年,38%(一般),"黄山路,望江西路,肉联厂",52套,49套,16240,1650.0
337523,31.880985,117.345357,江晨园,公寓,0.8元/㎡/月,2006年,40%(高),"安徽大市场,瑶海万达广场",105套,16套,12131,1275.0
337959,31.852446,117.251565,江南书苑,公寓,1.1元/㎡/月,2000年,40%(高),"国防科技大学,长江西路,贵池路",25套,10套,19723,790.0
338185,31.882124,117.322344,吟春园,公寓,1.1元/㎡/月,2005年,21%(一般),火车站,74套,14套,12460,770.0
337753,31.873006,117.330968,中翔新东城,公寓,1.33元/㎡/月,2009年,30%(一般),三里街,63套,38套,11397,1450.0
861557,31.897826,117.243133,辰龙大厦,公寓,1.4元/㎡/月,暂无数据,暂无数据,"万科森林公园,四里河",45套,3套,14337,1500.0
914189,31.854182,117.312881,恒兴广场,公寓,1.1元/㎡/月,暂无数据,30%(一般),"巢湖路,马鞍山路,周谷堆",54套,30套,12935,1700.0
1046976,31.84606,117.238418,北苑小区,公寓,0.6元/㎡/月,2002年,35%(一般),"黄山路,望江西路,肉联厂",2套,33套,15483,750.0
337425,31.838832,117.314363,万振逍遥苑(一期),公寓,1.2元/㎡/月,2011年,53%(高),"合工大,马鞍山路,合家福",75套,24套,14904,800.0
879950,31.996434,117.259094,半岛一号(北区别墅),别墅,2元/㎡/月,2013年,40%(高),"力高共和城,北城世纪城",17套,暂无数据,14386,暂无数据
586638,31.8817,117.258996,碧水家园,公寓,1.2元/㎡/月,2004年,40%(高),"亳州路,财富广场",19套,6套,12895,2300.0
829282,31.711252,117.166618,名邦中央公馆,公寓,1.3元/㎡/月,2000年,42%(高),肥西县城,74套,暂无数据,15585,暂无数据
338280,31.762457,117.264111,南艳瑞景,公寓,0.8元/㎡/月,2007年,40%(高),"海恒社区,南艳湖",18套,14套,14406,1075.0
338210,31.791674,117.203668,芙蓉公寓,公寓,0.5元/㎡/月,2004年,40%(高),"港澳广场,芙蓉路",13套,3套,16670,2200.0
337827,31.89341,117.281994,芙蓉苑南村,公寓,0.3元/㎡/月,2000年,28%(一般),海棠社区,16套,4套,15359,650.0
484096,31.717653,117.169307,泰来傲城,公寓,1.2元/㎡/月,2009年,12%(低),肥西县城,19套,暂无数据,12720,暂无数据
808209,31.615067,117.878881,天和小区,公寓,暂无数据,2000年,40%(高),北门,2套,暂无数据,7688,暂无数据
338069,31.854741,117.208103,望园小区,公寓,0.7元/㎡/月,2000年,36%(一般),"大铺头,科学大道",34套,19套,15092,660.0
338158,31.86838,117.340775,花溪新村,公寓,0.4元/㎡/月,2000年,20%(一般),"曙光影院,花冲公园",79套,3套,11737,1200.0
338187,31.778321,117.217197,华宇未来城,公寓,1元/㎡/月,2000年,40%(高),"中环城,大学城",50套,16套,12919,680.0
338189,31.890914,117.288304,祥源上城国际榆景苑,公寓,1.15元/㎡/月,2009年,45%(高),"蒙城路,双岗",83套,14套,17506,2000.0
337642,31.819503,117.303186,信达好第坊,公寓,1元/㎡/月,2007年,43%(高),"望湖城,凌大塘,高铁南站",50套,9套,20056,3000.0
409010,31.866611,117.245525,颐和花园耕苑,公寓,1元/㎡/月,2009年,35%(一般),"金牛路,省农机校,青阳北路",89套,15套,18668,775.0
337885,31.858113,117.287435,邮电西村,公寓,0.3元/㎡/月,2000年,40%(高),"南熏门桥,芜湖路,大钟楼",55套,1套,20965,1500.0
861813,31.779299,117.236829,尚泽大都会(商住楼),商住楼,4.6元/㎡/月,2016年,40.2%(高),"莲花路,明珠广场",91套,42套,9797,1600.0
879948,31.755472,117.189861,原树提香(别墅),别墅,3.8元/㎡/月,2017年,50%(高),肥西县城,84套,4套,18422,6000.0
337452,31.79332,117.207848,西城秀里,公寓,1元/㎡/月,2011年,36%(一般),"港澳广场,芙蓉路",38套,8套,15581,2200.0
786164,31.866999,117.335571,闽商国贸中心,商住楼,1元/㎡/月,2016年,30%(一般),"花冲公园,曙光影院",84套,23套,8327,1700.0
459360,31.855794,117.226956,宁溪家园,公寓,0.6元/㎡/月,2007年,10%(低),"黄山路,1912商业街,贵池路",3套,64套,15581,750.0
399336,31.864495,117.344181,东城一品轩,公寓,1.2元/㎡/月,2015年,41%(高),瑶海周边,18套,2套,14273,1600.0
338106,31.862484,117.320096,砂轮新村,公寓,0.85元/㎡/月,2001年,30%(一般),和平广场,63套,1套,14184,1700.0
337996,31.84989,117.286762,曙光新村(包河),公寓,0.5元/㎡/月,2000年,40%(高),"省人大,大钟楼,南熏门桥",43套,9套,13299,1165.0
801071,32.002404,117.248225,北城世纪城冠徽苑,公寓,1.28元/㎡/月,暂无数据,40%(高),"力高共和城,北城世纪城",142套,17套,11565,1100.0
828769,31.92892,117.269891,国能首府九号,公寓,1元/㎡/月,2016年,40%(高),"蒙城路,菱湖公园",114套,1套,15144,2000.0
793770,32.021099,117.246967,北城世纪城和徽苑,公寓,1.44元/㎡/月,2014年,40%(高),"力高共和城,北城世纪城",109套,7套,11418,1200.0
338090,31.861705,117.340393,华源国际城,公寓,0.5元/㎡/月,2000年,40%(高),曙光影院,61套,4套,13958,1500.0
338126,31.856043,117.33346,华裕家园,公寓,0.46元/㎡/月,2000年,39%(一般),曙光影院,68套,暂无数据,14569,暂无数据
338336,31.874873,117.34157,快达小康苑,公寓,1元/㎡/月,2005年,10%(低),"花冲公园,七里站",28套,9套,13301,1700.0
406236,31.834889,117.29958,中振和润华府,公寓,1.2元/㎡/月,2013年,40%(高),"宁国路,太宁路口,卫岗",55套,12套,15207,1975.0
1006482,31.87137,117.272314,琥珀中村,公寓,暂无数据,暂无数据,40%(高),"琥珀山庄,安徽农业大学,三里庵",165套,3套,19857,nan
1046058,32.03673,117.260909,北城中环城(一期),公寓,1.42元/㎡/月,暂无数据,40%(高),北城中环城,176套,18套,10875,1100.0
1048092,31.800755,117.202467,禹洲华侨城三期荷园(南区),公寓,1.2元/㎡/月,暂无数据,暂无数据,肥西县城,135套,44套,16461,740.0
374159,31.974749,117.270983,金色里程,公寓,1.1元/㎡/月,2012年,42%(高),力高共和城,51套,9套,10895,1400.0
337923,31.868723,117.287218,安南小区,公寓,0.6元/㎡/月,2000年,40%(高),"城隍庙,三孝口",64套,1套,21367,nan
337637,31.808163,117.318577,美生滨江花月(西区),公寓,0.6元/㎡/月,2008年,38%(一般),"葛大店,包河周边,包河工业园",83套,28套,16175,900.0
829285,31.770208,117.23809,名筑花园,公寓,0.6元/㎡/月,2007年,40%(高),莲花路,66套,19套,13838,1700.0
338752,31.828035,117.274361,晨光苑,公寓,1.1元/㎡/月,2009年,30%(一般),"东陈岗,中铁四局",78套,3套,13174,400.0
337871,31.851218,117.311674,凤巢园,公寓,0.4元/㎡/月,2000年,40%(高),"巢湖路,马鞍山路,周谷堆",24套,38套,12496,550.0
337413,31.842086,117.304203,世纪阳光花园金阳苑,公寓,1.2元/㎡/月,2006年,41%(高),"合工大,马鞍山路,合家福",32套,8套,17754,1000.0
523608,31.844133,117.305531,世纪阳光花园紫阳苑,公寓,1.2元/㎡/月,2004年,40%(高),"合工大,马鞍山路,合家福",71套,12套,15894,700.0
337917,31.871875,117.296396,寿春新村,公寓,0.5元/㎡/月,2000年,40%(高),"城隍庙,四牌楼",91套,24套,16037,500.0
373855,31.831822,117.277885,供电东村,公寓,0.5元/㎡/月,2000年,暂无数据,"东陈岗,中铁四局",42套,12套,15785,680.0
372125,31.809368,117.308834,和欣家园,公寓,1元/㎡/月,2010年,45%(高),"望湖城,凌大塘,高铁南站",42套,19套,20728,700.0
338243,31.878621,117.342112,花冲苑,公寓,暂无数据,2003年,48%(高),"七里站,花冲公园",24套,5套,12738,1500.0
337932,31.892031,117.292963,金鸟花园,公寓,0.4元/㎡/月,2000年,40%(高),双岗,52套,30套,12582,595.0
337612,31.839788,117.297937,景城花园,公寓,0.8元/㎡/月,2007年,37%(一般),"东陈岗,中铁四局",26套,7套,13690,3850.0
793774,32.010668,117.246041,北城世纪城康徽苑,公寓,1.28元/㎡/月,2015年,40%(高),"力高共和城,北城世纪城",350套,16套,11310,1000.0
413842,31.942782,116.944923,振荣锦尚公馆,公寓,1.1元/㎡/月,2012年,40%(高),肥西周边,30套,3套,8071,1500.0
879933,31.82921,117.159465,旭辉湖山源著(别墅),别墅,2.7元/㎡/月,2018年,30%(一般),"大蜀山,柏堰湖",71套,暂无数据,24780,暂无数据
879967,31.825285,117.215552,文一名门首府(别墅),别墅,暂无数据,2017年,40%(高),科学大道,29套,1套,21923,2900.0
879962,31.78369,117.200158,绿城翡翠湖玫瑰园(别墅),别墅,4.5元/㎡/月,2013年,80%(高),"大学城,翡翠湖",47套,暂无数据,33723,暂无数据
943872,31.99126,117.261981,京祥名都,公寓,1.44元/㎡/月,2017年,42%(高),"力高共和城,北城世纪城",109套,7套,11643,1200.0
951336,31.84649,117.349228,聚福家园,公寓,1.1元/㎡/月,暂无数据,暂无数据,合裕路,4套,25套,8922,500.0
1046056,31.900321,117.239845,万科森林公园旭庭,公寓,2.7元/㎡/月,暂无数据,40%(高),"万科森林公园,四里河",49套,5套,24991,2800.0
399330,31.93688,117.281859,宝宸时代花园,公寓,1.1元/㎡/月,2013年,40%(高),菱湖公园,51套,3套,13285,nan
797416,31.828748,117.243107,绿地国际花都雏菊苑,公寓,1.28元/㎡/月,2009年,50%(高),市政务办公区,91套,27套,23157,3300.0
338056,31.812782,117.258117,东风新村,公寓,0.3元/㎡/月,2000年,20%(一般),"姚公庙,南门换乘中心",9套,6套,14412,1525.0
828503,31.876452,117.387446,东景苑,公寓,0.8元/㎡/月,2000年,15%(低),龙岗,61套,7套,11638,1300.0
730710,31.842708,117.255378,上品家苑,公寓,1元/㎡/月,暂无数据,42%(高),轴承厂,57套,13套,17205,500.0
338240,31.883954,117.33859,风景苑,公寓,0.45元/㎡/月,2007年,30%(一般),临泉东路,81套,9套,12482,1600.0
829454,31.800438,117.306903,盛大德馨府小区,公寓,0.5元/㎡/月,2010年,暂无数据,"骆岗,包河工业园",6套,25套,10899,500.0
628033,31.879199,117.273232,世纪别墅,别墅,暂无数据,2000年,20%(一般),亳州路,2套,4套,27345,21500.0
337755,31.7979,117.213875,港澳广场钻界公寓,商住楼,1.2元/㎡/月,2010年,25%(一般),"芙蓉路,港澳广场",122套,15套,8142,1600.0
338045,31.824214,117.294907,四季花园,公寓,暂无数据,2000年,33%(一般),"宁国路,太宁路口,卫岗",22套,1套,12975,450.0
399150,31.838516,117.232978,华地公馆(东区),公寓,1.4元/㎡/月,2013年,40%(高),"1912商业街,望江西路,黄潜望",67套,23套,26543,770.0
379446,31.825262,117.286809,科大花园东苑,公寓,1.35元/㎡/月,2000年,10%(低),"东陈岗,中铁四局",13套,暂无数据,19349,暂无数据
952693,31.820254,117.253952,湖东景园南区,公寓,1.44元/㎡/月,暂无数据,暂无数据,荷叶地,24套,46套,21380,985.0
828241,31.738688,117.283404,滨湖家园(西区),公寓,1元/㎡/月,2009年,20%(一般),"书香门第,四十六中",161套,36套,20121,2600.0
338027,31.838342,117.295134,美湖小区,公寓,0.5元/㎡/月,2000年,40%(高),"东陈岗,中铁四局",47套,13套,14573,1600.0
828278,31.865332,117.248159,博微家园,公寓,0.6元/㎡/月,暂无数据,暂无数据,"金牛路,省农机校,青阳北路",5套,25套,16342,750.0
337529,31.760618,117.224438,名邦锦绣年华,公寓,0.6元/㎡/月,2006年,35%(一般),"莲花路,经开周边",46套,9套,13908,900.0
828321,31.721685,117.181169,城东小区,公寓,0.6元/㎡/月,2000年,31%(一般),肥西县城,23套,4套,12142,1500.0
828392,31.851734,117.230027,大溪地天泽轩,公寓,1.2元/㎡/月,2016年,50%(高),"贵池路,黄山路,1912商业街",123套,24套,19328,1295.0
337989,31.84311,117.236935,合轻家园,公寓,0.4元/㎡/月,2000年,40%(高),"黄山路,1912商业街,黄潜望",19套,17套,16772,1300.0
829656,31.732766,117.170766,万派城,公寓,1.05元/㎡/月,2012年,44%(高),肥西县城,86套,13套,14733,1600.0
338446,31.852984,117.257179,江淮仪表厂宿舍,公寓,0.3元/㎡/月,1989年,20%(一般),"轴承厂,合作化路,贵池路",20套,16套,19910,2200.0
337385,31.905025,117.28512,金都华庭(一期),公寓,0.58元/㎡/月,2015年,40%(高),蒙城路,29套,26套,14129,560.0
801989,31.896559,117.451379,中凯聚龙湾,公寓,0.7元/㎡/月,暂无数据,40%(高),肥东新城,60套,1套,11409,1500.0
909845,31.84451,117.238923,新华国际公寓,公寓,1.4元/㎡/月,2013年,37%(一般),"黄山路,望江西路,肉联厂",81套,29套,17947,1900.0
338297,31.861609,117.291119,安徽省建设厅大院,公寓,0.6元/㎡/月,1991年,20%(一般),三孝口,128套,5套,24079,1600.0
337442,31.787336,117.207979,碧湖蓝庭,公寓,1元/㎡/月,2006年,40%(高),"大学城,中环城",45套,12套,16971,1900.0
338168,31.86821,117.361176,漕冲花园,公寓,1元/㎡/月,2000年,20%(一般),保利东郡,43套,3套,12766,1200.0
338039,31.819094,117.314462,大店新村,公寓,0.5元/㎡/月,2000年,35%(一般),"葛大店,包河周边,包河工业园",5套,8套,12070,660.0
337478,31.883425,117.345445,森海豪庭,公寓,1元/㎡/月,2006年,40%(高),安徽大市场,53套,36套,12665,1725.0
337602,31.880617,117.372059,风景雅苑,公寓,1元/㎡/月,2007年,37%(一般),"海洲景秀世家,瑶海万达广场",31套,6套,11547,1100.0
338144,31.871775,117.346519,福海新居,公寓,1元/㎡/月,2000年,30%(一般),七里站,64套,9套,12459,800.0
407877,31.83424,117.275383,供电西村,公寓,0.5元/㎡/月,2000年,20%(一般),"东陈岗,中铁四局",47套,4套,15808,1800.0
401301,31.89128,117.454653,文一托斯卡纳小镇,公寓,1.5元/㎡/月,2013年,40%(高),肥东新城,131套,9套,11389,400.0
376092,31.896306,117.25266,学院里,公寓,1.2元/㎡/月,2010年,49%(高),四里河,32套,暂无数据,15635,暂无数据
943863,31.609595,117.88351,城市风景,公寓,1元/㎡/月,暂无数据,暂无数据,北门,6套,1套,10827,1300.0
945126,31.747462,117.1892,绿地新都会(商住楼),商住楼,1.4元/㎡/月,2017年,40%(高),肥西县城,288套,22套,7540,1200.0
399175,31.77914,117.227587,华凤国际,公寓,1.2元/㎡/月,2010年,40%(高),明珠广场,98套,10套,10735,1250.0
338096,31.88486,117.316032,新安苑,公寓,0.78元/㎡/月,2000年,20%(一般),火车站,40套,5套,12941,730.0
399379,31.895721,117.273011,金宏豪庭,公寓,1.1元/㎡/月,2013年,40%(高),海棠社区,63套,3套,19859,2500.0
618642,31.871404,117.236685,龙凤嘉园二期,公寓,0.6元/㎡/月,2006年,30%(一般),"金牛路,省农机校,凤凰城",65套,6套,16345,2050.0
911839,31.876198,117.2949,陈小巷小区,公寓,暂无数据,暂无数据,暂无数据,"淮河路步行街,四牌楼",100套,18套,19098,1300.0
337458,31.764276,117.23598,怡莲新城,公寓,0.9元/㎡/月,2007年,40%(高),莲花路,27套,10套,12309,1350.0
337743,31.897623,117.243636,安然绿洲花园南园,公寓,0.95元/㎡/月,2009年,22%(一般),"海棠社区,四里河",33套,5套,16716,1800.0
415621,31.749928,117.184023,翡翠家园,公寓,0.6元/㎡/月,2007年,40%(高),肥西县城,6套,5套,9126,1300.0
337972,31.866009,117.239757,凤凰城家家景园(二期),公寓,1.1元/㎡/月,2005年,45%(高),"金牛路,省农机校,凤凰城",172套,31套,15706,840.0
829501,31.862985,117.206035,新加坡花园城蜀山阁,公寓,1.1元/㎡/月,暂无数据,35%(一般),长江西路,64套,20套,17319,850.0
412117,32.007772,117.269298,双凤里小区,公寓,0.5元/㎡/月,2011年,52%(高),"力高共和城,北城世纪城",32套,1套,9183,850.0
337956,31.854788,117.256074,天鹅花园,公寓,0.2元/㎡/月,2000年,35%(一般),"国防科技大学,长江西路,贵池路",11套,20套,19524,850.0
338051,31.817673,117.304746,望湖东苑,公寓,1元/㎡/月,2000年,45%(高),"望湖城,凌大塘,高铁南站",49套,8套,14716,1000.0
338086,31.789957,117.206147,新华徽府,公寓,0.8元/㎡/月,2007年,35%(一般),"港澳广场,芙蓉路",6套,14套,15935,675.0
829802,31.860157,117.136318,中国铁建国际公馆,公寓,2.7元/㎡/月,2016年,40%(高),客运西站,71套,10套,17054,2450.0
405196,31.626836,117.917019,丽晶华庭,公寓,1.1元/㎡/月,2010年,48%(高),半汤,61套,暂无数据,8718,暂无数据
337728,31.883411,117.383621,丽水天锦苑,公寓,0.5元/㎡/月,2010年,40%(高),临泉东路,67套,4套,12141,1500.0
879892,31.804068,117.272776,中海央墅(别墅),别墅,2.8元/㎡/月,暂无数据,40%(高),"姚公庙,南门换乘中心",34套,暂无数据,22055,暂无数据
938034,31.863756,117.367361,保利东郡祥园,公寓,1.3元/㎡/月,暂无数据,38%(一般),保利东郡,122套,24套,16657,500.0
944263,31.826181,117.314274,珠光南苑(东区),公寓,0.4元/㎡/月,2009年,41%(高),"马鞍山路,合家福",91套,21套,13419,590.0
1001406,31.823048,117.272179,琥珀新天地(东苑),公寓,1.1元/㎡/月,2010年,40%(高),"东陈岗,中铁四局",13套,1套,18349,nan
337809,31.861935,117.310555,春雨花园,公寓,0.5元/㎡/月,2000年,25%(一般),"南熏门桥,芜湖路,大钟楼",61套,7套,14295,500.0
337707,31.760617,117.260745,青年城1号,公寓,1.2元/㎡/月,2010年,58%(高),"海恒社区,南艳湖",125套,38套,15108,1400.0
465171,31.843638,117.303333,世纪阳光花园橙阳苑,公寓,0.5元/㎡/月,2003年,41%(高),"合工大,马鞍山路,合家福",104套,7套,16631,2600.0
783145,31.910697,117.26174,舒馨花园,公寓,0.6元/㎡/月,2005年,35%(一般),"大杨镇,四里河",41套,1套,11820,1200.0
374587,31.854548,117.200584,蜀山名筑,别墅,1元/㎡/月,2005年,暂无数据,"大铺头,香樟大道",9套,12套,33245,7550.0
793776,32.004548,117.247031,北城世纪城国徽苑,公寓,1元/㎡/月,暂无数据,35%(一般),"力高共和城,北城世纪城",171套,32套,11133,1000.0
376924,31.793697,117.270766,泓泰苑,别墅,暂无数据,2008年,暂无数据,南艳湖,33套,暂无数据,41437,暂无数据
372936,31.840113,117.237194,红园小区,公寓,暂无数据,2000年,暂无数据,"黄山路,望江西路,黄潜望",10套,8套,16434,625.0
